czy_stwierdzenie,tekst
1,"Ozdrowieńcy do schronów! Choć jest światełko w tunelu-
anonimowe źródła, na które powołuje się Reuters, twierdzą, że przeciw brazylijskiej mutacji efektywna jest szczepionka firmy AstraZeneca
#zajob #koronawirus #doubleZajob 
https://t.co/g48rb5qkfJ"
0,"@kawecki_maciej Parszywy szantaż emocjonalny - jeśli nie dla siebie to dla innych. Ja w trosce o zdrowie swoje i swoich bliskich nie zaszczepię się tym nieprzebadanym i na kolanie wysranym dziadostwem, tą tzw. ""szczepionką""

#zajob #Plandemia #COVID19 #Pfizer #AstraZeneca"
0,"@JanWoland @szczepimysie @PKontrowersje @MZ_GOV_PL Covid, który wystąpił po zaszczepieniu jak najbardziej posiada znamiona NOP-u. Wyobraźmy sobie np., że okaże się, że u połowy ludzi akurat w ciągu 4 tyg. po szczepionce pojawił się Covid. OKAZAŁOBY SIĘ WÓWCZAS, ŻE SZCZEPIONKA RZECZYWIŚCIE WYWOŁUJE COVID."
0,@andrzejet_ki Ale moja mama 82 lata na karku nie ma jeszcze terminu szczepienia. Miała być w pierwszej grupie.
1,"@T_Stanislawski @a_niedzielski Mi to się zgadza. Nie zamierzam mieć wakacji w tym roku (zresztą tak jak w kilkunastu poprzednich). Więc jak trend się utrzyma, a szczepionka dla mnie będzie po moich wakacjach, to znaczy że nigdy. Szybciej organizm sobie wyhoduje własną, po zarażeniu."
1,"Wstępne badania laboratoryjne w Brazylii sugerują, że szczepionka CoronaVac chińskiej firmy Sinovac Biotech jest skuteczna w razie zakażenia wariantem brazylijskim koronawirusa P1. Preparat ten jest tam najczęściej stosowany. (Reuter)"
1,"""W Austrii powikłania wystąpiły u dwóch kobiet po szczepieniu szczepionką Astrazenca. Jedna umiera. Chociaż nie można zidentyfikować żadnego związku, terminy szczepień są odwoływane. Federalny Urząd ds. Bezpieczeństwa w Ochronie Zdrowia wycofuje partię."
1,Brazil study suggests AstraZeneca vaccine is effective against Brazil COVID-19 variant https://t.co/7GW33FkONN https://t.co/5kKIkNlWNT
1,"@WolneCentrum Normalnie. Szczepienia nie są żadnym sine qua non. Zwłaszcza, że są już wiadomości o zarażonych PO drugiej dawce, mówi się też, że takie szczepienie trzeba powtarzać co roku... To jest absurd! Odporność równie dobrze można nabyć samoistnie, jak w przypadku miliona innych wirusów."
0,@tvn24 Taa i na jesień znowu będzie powtórka... Trzeba to skończyć teraz! I nie mówcie mi o szczepieniach bo lekarze i nauczyciele zaszczepieni a i tak nie leczą ani nie uczą normalnie. To jaki był sens szczepienia? Niech zabiorą lekarzą dodatki za C19 to zaraz się pandemia skończy
0,"@ArturJakobik @DominikKucinsk @SosnierzTv @JkmMikke @ArturDziambor @SlawomirMentzen @KONFEDERACJA_ To nie jest trudne. Trzeba zachować jedność w tej walce. Podporządkować się zaleceniom wydawanym przez rząd. W sytuacjach kryzysowych, zawsze jest jeden sztab, który dowodzi. Odłożyć w tej kwestii zapędy polityczne. Przestać straszyć i lansować się na nieszczęściu ludzi. Szczepić"
1,"Ruszają #szczepienia osób z grupy „zero”, które do tej pory nie przyjęły jeszcze żadnej dawki. Podawany im będzie preparat firmy AstraZeneca. Znane są też terminy zapisów dla kolejnych grup i wstępna prognoza na święta Wielkiej Nocy. https://t.co/h0R1w5yf5E"
0,"Taki last minute na Zanzibar by teraz siadł 😊😊

Ale długość lotu i szczepienia przerażają 🤷‍♂️"
1,"Chorzy onkologicznie, którzy jeszcze się nie leczą, na szczepienia też jeszcze poczekają
@PUOP_PL @GlosPacjenta @OnkologiaPolska https://t.co/XIOtPJShLu"
0,@nicek40667342 @drhalat @agnieszkawolsk9 bo pewnie żona lekarza robiła te szczepienia 🤣
0,https://t.co/YnQ9zwknGh
0,Ministerstwo Zdrowia w uzgodnieniu ze specjalistami we właściwych dziedzinach medycyny udostępniło wytyczne dotyczące szczepienia pacjentów po i w trakcie leczenia onkologicznego oraz pacjentów po przeszczepach. https://t.co/I8Jrh4AQKK
0,"@m_sobolewski @a_niedzielski Szczepienia chronią lekarzy, a nie Pana, gdy będzie w gabinecie zaraz po pacjencie covidowym. Z takim podejściem radzę iść do znachora, bo nie szanuje Pan tych, którzy dają z siebie wszystko, by leczyć w takich marnych warunkach jakie od lat daje to państwo."
0,"@ankapodlasianka Ten kretyn już powiedział wszystko w ciągu roku, że maski są głupie, że są cudowne, że szczepienia zbawią ludzkość, że jednak nie. To taki nie za mądry ekspert jakich na kopy w każdej telewizji"
1,"Masowe szczepienia z dużym prawdopodobieństwem wzmocnią „adaptacyjną"" ucieczkę immunologiczną, gdyż żaden z obecnych preparatów nie zapobiega replikacji i przenoszeniu nowych wariantów wirusów, co oznacza, że im więcej ""szczepień"" tym bardziej zaraźliwe mutacje..."
0,@wczesniaka @MZ_GOV_PL @a_niedzielski @KatarzynaPinkos @CowZdrowiu @rynekzdrowia @MedicalpressPL @KarolinaEKowal1 @MJaszczolt @medexpresspl @PolitykaZdrowot @MZ_GOV_PL @a_niedzielski piękny to byłby prezent na Dzień Kobiet #szczepienia dla  #rodzicewczesniakow i szybki dostęp do dawek szczepionek. @wczesniaka popieram i apeluję #zeroseparacji.
0,"Rząd poległ na zarządzaniu pandemią, jedynie sprawnie idą na razie szczepienia, ale całościowo będziemy oceniać po liczbie zgonów w porównaniu do innych krajów europejskich"
1,"Słyszeliście, że wszystkie szczpienia osób w wieku 65-69 lat będą realizowane perparatem AstraZeneca. Nie ma możliwości szczepienia osób młodszych niż 70 lat preparatem firmy Pfizer. Jak myślicie, spowodowane jest to brakiem szczepionek czy kosztami i oszczędzają na seniorach?🤔"
0,@Jacek21911814 @drhalat @agnieszkawolsk9 Bo szczepienia na grypę są bez sensu....
1,"Swoją drogą, być może wyjaśnia się tajemnica tego wzrostu przypadków, które odnotowujemy. Wielu chorych to po prostu ludzie po szczepionkach

I to jest ta ich zasrana III fala!

#covid19 #SzczepimySię #szczepionka #szczepionki #Pfizer #zajob #PiS #NWO 

https://t.co/Ow0RYN0F29"
0,@ankapodlasianka @AndrzejLasu za każdym razem jak słyszę że szczepionka że zaszczepieni nie powinni że i że i że i śmiechem bucham 🤣😂🤣😂🤣😂
0,@CierpialJarek @mastertoja1 Szczepienia akurat są tutaj jak najbardziej prawdziwe
0,"@wwrsj Proszę, księdza, nie jesteśmy specjalistami. Pamiętam z autopsji od lat 50-tych totalną walkę z gruźlicą w Polsce. I szczepienia, i leki i ""testowanie"" w postaci RTG. Prątek gruźl. to nie wirus, więc o lek było łatwiej. Być może wtedy ufaliśmy lekarzom bardziej ."
1,"Brytyjska „żółta karta”, czyli system monitorowania poszczepiennych skutków ubocznych zarejestrował dotychczas niemal 250 tysięcy przypadków skutków ubocznych u osób poddanych preparatom reklamowanym jako „szczepionka przeciwko Covid-19”. https://t.co/IBvtjPMubc"
0,"Zachodnie media powinny zbadać przypadki śmierci i poważnych obrażeń związanych ze szczepionką Pfizer
https://t.co/tpOzxHXkEJ"
0,"@klarasoltan @mastertoja1 Szczepienia koszuli!? Nie wiedziałem, że to koszula przenosi covida!😀"
1,"Znowu ruszyły szczepienia ""grupy zero"", a od środy mogą ustalać terminy przewlekle chorzy.

ZOBACZ materiał @MarzankaZ &gt;&gt;&gt;
https://t.co/Bpzougi4ec"
1,"@szczepimysie @a_niedzielski Od początku należało wyłączyć ozdrowieńców ze szczepień. Należało też zlecać badania serologiczne przed kwalifikacją do szczepienia. I proszę nie argumentować, że ozdrowieniec może zachorować na Covid-19. Zaszczepieni też chorują."
0,"@PBasiukiewicz Zrobilem sobie wizualizację.Ukazał mi Sutkowski i powiedział:nie wierzcie państwo w takie bzdury. To jest cudowna,  czysta,wspaniala szczepionka."
1,"To zaszczepieni nabijają statystyki zakażeń. Trzecia fala to skutek masowego wyszczepiania, a nie szalejącego wirusa. Im więcej szczepień, tym więcej zakażeń. Eksperyment trwa

#SzczepimySię #szczepionka #szczepionki #COVID19 #Pfizer #zajob #Plandemia 

https://t.co/Ow0RYN0F29"
0,"Wy nie jestescie calkiem halo @a_niedzielski to bylo juz wiadome w marcu 2020, wy nie jestescie do konca halo.🙄

Szczepionka nie uratuje tych świąt. Dlaczego zaszczepieni nie powinni spotykać się z rodzinami?: https://t.co/0JY6CAFQEG"
0,chyba szczepionka mi zaczęła wchodzic
1,"EU na kolanach szuka szczepionki bo AstarZenek kase wzieła a szczepionki ""nima""

Unijna agencja zajęła się rosyjską szczepionką https://t.co/MfNb13jnqG via @OnetWiadomosci"
0,"@bp_martyna Skoro strażacy dowożą do szczepienia to nic nie stoi na przeszkodzie , żeby dowozili też do fryzjera😆"
0,@LegiaWarsawEN @ArturBoruc JAK ROZNICA A TAkA ZE KIEDYS TO DRUZYNA GRALA DLA MIASTA I KIBICOW A DZIS WY CWANIACKIE PEDALY CHCECIE ZROBIC NA ODWROT KIEDY PILKA W GRZE .. TO MIASTO SIE CIESZY MEDIA .. NA SZCZEPIENIA TO 1 A OP 2 ODDAJECIE 80% MIESIECZNYCH DOCHODOW.. DO MIASTA.  TAKI FUNDUSZ
1,"Szczepienia przeciw COVID-19 szczepionką AstryZeneki mają być realizowane w schemacie dwudawkowym przy zachowaniu odstępu między dawkami w granicach 12 tygodni, ale nie dłużej niż 84 dni

https://t.co/9CuZFvfUY7"
1,@ankapodlasianka Nie mogą się spotkać ponieważ szczepionka ma 95% skuteczności. Buhaha.
1,"Polska dołączy do wąskiego grona państw produkujących szczepionki na covid-19 🇵🇱 Oznacza to, że duża część naszego społeczeństwa będzie mogła zaszczepić się bezpieczną szczepionką wyprodukowaną w kraju 💉 To bardzo przybliża nas do pokonania pandemii 🙏 https://t.co/l0aNPyTdag"
0,@Figovskyy Czy jest już moja kolej szczepienia? 😂
1,"No i tak to się kręci. Teoretyczna odwilż na miesiące ciepłe, a od września znów walimy obostrzenia, #lockdown.y, doprowadzamy każdy kraj po kolei do upadku.

A szczepienia nic nie pomogą jak pojawi się taki szczep jak w Brazylii.

#KORONAWIRUS #COVID19 #PANDEMIA #ZARAZA #ZAGŁADA"
1,Grecja planuje od maja otwierać sektor turystyczny.
0,Szczepienia a testy – wątpliwości  https://t.co/UYELQe5Eyu
0,"@PBasiukiewicz @prof_t_alent @NaczelnaL @OILWarszawa Kto pana zmusza do szczepienia? Kto?  W Polsce szczepienie na Covid jest dobrowolne i jie ważne ile pan bedzie bił pianę, ze nie jest. Nie musi się pan szczepic i tyle i pana propaganda niczego nie zmieni."
1,https://t.co/6aePeQGQuK kolejne ofiary szczepienia nauczycieli - oczywiscie wmawiaja ze zmarly na covid #szczepimysie #szczepienia #polska #8marca #pis #wtylewizji #pfizer #AstraZeneca
0,zaczelo mnie bolec wszystko a w szczegolnosci reka od szczepienia 👼
1,@MichaP17249435 @prof_t_alent @PBasiukiewicz @NaczelnaL @OILWarszawa Nikt nie zmuszal nauczycieli lekarzy czy pielęgniarek fo szczepienia. U mnie w szpitalu czy przychodnia nadal są osoby nie zaszczepione i nikt nie robi z tego tragedii.
0,@Dawid95001263 Każdy ma swoją trzecią falę. A jak szczepienia w #UK
1,"Austria częściowo zawiesza szczepienia po śmierci 49-letniej pielęgniarki
Pod koniec stycznia unijny urząd dopuścił do użytku szczepionki firmy Astra Zeneca, jako produkt bezpieczny i przeznaczony dla osób powyżej 18 roku życia
https://t.co/3DMgfyjpP6"
0,"Ile osób zaszczepiono na #covid19? Są nowe dane – kolejna granica przekroczona
#wieszwięcej #koronawirus #szczepionka @michaldworczyk 
https://t.co/cT4mQOvPf9"
0,@TrysteroBlog haha - co prawda te szczepienia nie mają żadnego znaczenia ale za to gadanie o nich przydaje się świetnie do tego by ujawnić jakie kiełbie we łbie mają ludzie po różnych stronach barykady
0,@michaldworczyk @pisorgpl Lekarz prowadzący szczepienia nie wy.... troszkę skromności..... jedni szczepią inni tylko o tym gadają.....
0,"Raport COVID-19 z terenu Gminy Osielsko, stan na początek tygodnia, 08.03.2021.
Dzisiaj, Raport na prośbę Mieszkańców, wzbogacony o liczbę osób, którzy przyjęli  pierwszą dawkę szczepienia.
Należy pamiętać, że lista szczepień nie obejmuje infekcji podanych poza POZ w Osielsku. https://t.co/8jgiPcfGks"
0,"Zdrowych pacjentów nabijamy na covid-19, oni leżą potem na oddziałach covidowych, a nam w telewizji mówi się, że jest tak źle i że jest coraz więcej zachorowań”

#Pfizer #AstraZeneca #SzczepimySię #szczepionka #szczepionki #zajob #Plandemia #NWO #PiS 

https://t.co/Ow0RYN0F29"
1,"Gdy kobieta odpowiedziała, że nie chce (jechać do szpitala) wówczas ratownik stwierdził: „To dobrze, bo w leszczyńskim szpitalu wynik wyszedłby pozytywny, statystyka zostałaby nabita

#COVID19 #SzczepimySię #szczepionka #zajob #Plandemia #Pfizer #PiS 

https://t.co/Ow0RYN0F29"
0,@mbukows I pojawi się problem jak zachęcić więcej % społeczeństwa. Mam wrażenie że w wakacje chęć szczepienia oslabnie bo i pandemia osłabnie. Są to problemy ktore za kilka miesięcy mogą mieć miejsce i wtedy ważna będzie polityka zachęcajaca do szczepień.
0,"@KonradPiasecki Nie lubię ageizmu,więc do uwagi o pana wieku się nie odniosę. A przytyk dotyczący człowieka roku jest nie na temat. Bo jego wybór nie mam wpływu, a pan na dobór swoich gości już tak. To tak jakbym Panu zarzucała szczepienia poza kolejnością. Co do publicystki politycznej1/2"
1,"@Marek_Kaletka 10% nauczycieli odmówiło. A poczekajmy, jak dojdzie do mniej światłej części pokolenia 30/40-latków. W Niemczech skala odmów ogromna. Austria przerywa szczepienia AstraZeneką, ulegając lękom. Problem nadal istnieje.
https://t.co/5Dsjg1372Y"
1,"Test u pana żony wyszedłby pozytywny, co byłoby skutkiem przyjęcia szczepionki !!!!!!

#covid19 #zajob #Plandemia #SzczepimySię #szczepionka #szczepionki #AstraZeneca #Pfizer #NWO #PiS #lockdown #KoronawirusWPolsce #Woronicza17 

https://t.co/Ow0RYN0F29"
0,"Na pytanie męża nauczycielki, po co wobec tego namawia się ludzi do przyjmowania szczepionek ratownicy mieli odpowiedzieć, że „prawda jest zamiatana pod dywan""

#COVID19 #zajob #Plandemia #SzczepimySię #szczepionka #NWO #PiS #lockdown #COVID1984 

https://t.co/Ow0RYN0F29"
0,@MOstafinska @JacekJaworskiGd @szczepimysie @JarekMarek11 @michaldworczyk Bo bardzo mało się zgłosiło chętnych do szczepienia.
0,"@KohlSauerkraut Kiedy doktor wróci do nas? Rozumiem, że szczepienia w Niemczech, lecz potrzebujemy go również tu - in Polen!"
1,@Laurunia3 Szczepienia eliminują ludzi
0,"Zapalenie płuc. Ja rozumiem, że szczepionka jest niewiadomą, ale żeby były aż takie wątpliwości? Z postępowania zespołu wynika, że byli przekonani, że to covid... pomimo szczepienia. 2/2"
0,"W kolejce szczepionkowej
Wyżej grupę jak Miller
Moja szczepionka killer
Szczepionki
Twoi ludzie foliarze
Szczepionki
Moi ludzie lekarze
Szczepionki
Szczepię jak Haffkine
A ty szerujesz pierdoły"
0,"Pan doktor habilitowany właśnie nam powiedział na wykładzie z immunologii, że szczepionka mrna wg niego nie działa i to prawdopodobnie placebo XD
i że jest ciekawy jakie będą wyniki tego eksperymentu na ludziach xdd

Mam wiele pytań"
1,"Austria wstrzymuje szczepienia AstraZenecą do czasu wyjaśnienia całej sprawy

#szczepionka #Austria #szczepimysie #AstraZeneca #koronawirus

https://t.co/NjImTcWKBA"
0,"@gotagottogo parę tygodni po drugiej dawce jej szczepienia możesz ją odwiedzić.

która szczepionką szczepią w Brazylii?"
1,"@zrodloslow W Izraelu na covid zmarło 5891 osób, zakładając, że 75% to były osoby starsze, to wg ciebie szczepionka zabiła 180.000 osób, tak? 
Jesteś albo bardzo ograniczona umysłowo, albo piszesz te bzdury bo ktoś ci za to płaci. https://t.co/d7gkuxZcmW"
1,"Minister zdrowia zapowiedział, że ""do końca wakacji wszyscy chętni powinni być zaszczepieni""

Komentarz 1: i co dalej?
Komentarz 2: więcej nie zgłoszonych NOP to i do końca czerwca uda im się wyszczepić wszystkich chętnych bezpieczną szczepionką i oczywiście darmową https://t.co/Y77SH7IjtO"
0,@Arek_60 szczepionka to w 50% ściema...😁
1,@kibic_w @szczepimysie Byłam szczepiona Pfizer- po 2 dawce gorączka i ból mięśni. Każdy reaguje inaczej. Dzieci szczepione szczepionka na odre tez maja gorączkę - tylko tu jest osłabiony wirus a w szczepionce Pfizer mRNA a Astra- fr wektora
1,@Faficjusz @Marta99632057 @wojciechkirek w darknecie szczepionka po 700 euro chodzi...
1,"Szczepionka Salka prawie całkowicie wyeliminowała polio w 1955 roku. W tamtym czasie niewiele wiedziano o tej tajemniczej chorobie, która paraliżowała, a czasami zabijała małe dzieci.'"
0,"(1) SPUTNIK V - rosyjska szczepionka na koronawirusa. Kto ją kupuje? Badania, eksport, wątpliwości - YouTube - https://t.co/67PwsDON9n @OSW_pl on @YouTube #oglądałem"
1,"Szczepionka firmy AstraZeneca może być skuteczna przeciwko wariantowi brazylijskiemu koronawirusa – sugerują wstępne, nieopublikowane jeszcze badania. Oficjalne wyniki mogą być opublikowane jeszcze w marcu 2021 r. (Reuters)"
0,"Polio was nearly eradicated with the Salk vaccine in 1955. At the time, little was known about this mysterious disease that paralyzed and sometimes killed young children. https://t.co/wuLRSCytoQ"
1,"@WolneCentrum Ma tyle wspólnego, że na podstawie odwrotnej transkrypcji działa ten preparat mRNA. Nazywanie go szczepionką jest mylnym założeniem, bo nie jest to ta sama biotechnologia co dotychczas tylko jest to eksperyment z preparatem, który został stworzony w 7 miesięcy."
0,"@Vinzaglio @szczepimysie @MZ_GOV_PL Moja babcia 82l. boi się szczepionki bo ma bardzo dużo chorób przewlekłych,chore serce, nadciśnienie, reumatoidalne zapalenie stawów i jeszcze wiele innych dolegliwości i mówi ze czuje ze szczepionka by ją dobiła i nie chce jej"
0,"#Kraj | Informacje o luzowaniu lub o zaostrzaniu rygorów będą podawane raz w tygodniu

#włączprawdę z #TVRepublika
https://t.co/znMlJhqFEA"
