etykieta,tekst
11,"@wybranowski @szymon_holownia Fakt, jedna szczepionka mniej dla starszych ludzi. Gorzej jednak kiedy co roku prezydent oddaje 2mld zł na propagandową TVP niż na leczenie wielu chorych na nowotwory!"
11,"Szczepionki, które w tej chwili używamy, nie były testowane na grupie dzieci. Wiemy, że kończą się lub są zakończone badania kliniczne szczepionek dla dzieci od 10 roku życia. Szczepionka taka prawdopodobnie w wakacje będzie - @WaldekKraska do @jacekl
11	""Myliłem się w sprawie szczepionki AstraZeneca/Oxford."
"Wierzyłem (na podstawie wstępnych informacji), że ta szczepionka będzie dobrą i bezpieczną opcją. Niestety, kolejne dane dotyczące bezpieczeństwa nakazują podchodzić do tego preparatu z dużą ostrożnością.""""""",
11,"@MarekTomkow @NIZP_PZH Panie Marku, przepraszam, ale ja uważam, że właśnie takimi wpisami środowisko medyczne ukręca sobie stryczek wokół własnej wiarygodności. Po takich wpisach każde DN w przyszłości (jak dla AZ) będzie rodziło sensacje. A przecież żaden lek i szczepionka nie są 100% bezpieczne."
11,"@patrick22s Jest to możliwe. Dlatego warto aby zaplecze kandydata opozycji przygotowało jakąś fajną akcję typu: szczepię się ale nie dam się kupić. Z prostym tekstem, najlepiej rymowanym, który by podkreślał, że nie jesteśmy poddanymi, że szczepionka nam się należy bo płacimy podatki."
11,"Pracodawcy apelują o zmianę prawa. Szczepienia pracowników mają być szansą dla gospodarki: Polscy przedsiębiorcy chcieliby jak najszybciej zaszczepić swoich pracowników, aby móc normalnie funkcjonować i maksymalnie skorzystać z… https://t.co/CSgOD0rWdS #forbespolska #forbes"
2,"@HalikRafa @MKruszewska_ @EMA_News I nie wiem, czy to nie jest początek końca szczepionki AZ, bo jeszcze jedno drobne potknięcie, a naprawdę nikt poza takimi desperatami jak ja nie zapisze się na szczepienie AZ. A w interesie nas wszystkich i rządu jest zaszczepić jak najwięcej ludzi. Co zrobi rząd? 1/"
11,"@marlog123 @tvn24rozmowa @KonradPiasecki Gdyby pan doczytał w jakimkolwiek fachowym źródle wiedziałby pan, że nie jest jeszcze pewne, czy szczepionka chroni przed transmisją.Brak objawów chorobowych nie jest gwarancją, że nie zakaża się innych.Maski chronią innych przed chmurami aerozolu z ust lekarza.Po to się je nosi."
11,Polska ma jeden z najniższych wskaźników utylizacji szczepionek w Europie. 1 szczepionka na 1000  jest utylizowana - @michaldworczyk
11,"Przyspieszamy, wczoraj rekord - w ciągu dnia wykonano prawie ćwierć miliona szczepień (244,7 tys). Ta liczba ujawnia potencjał obecnego systemu, który będzie poszerzany, kiedy będzie dostarczanych więcej dawek szczepionek do Polski. https://t.co/F8Jy23fyJG"
11,"""Tylko 1 szczepionka na 1000 jest utylizowana - @michaldworczyk 
https://t.co/Jz5YRlz07v"""
11,"@Domovi4 @Stadionowi Tak się składa, że to jedyna szczepionka #coronavirus - reszta to preparaty genetyczne służące do innych eksperymentalnych celów. Nikt wcześniej nie zawracał sobie głowy szczepionkami na koronawirusy... i słusznie. https://t.co/kY4pJvAcs9"
11,"""@PioSzlachtowicz Ale szczepionka jest sprawdzona. Jest bezpieczna i działa.
Opieranie światopoglądu o dowody anegdotyczne to błąd poznawczy."""
11,"@katarynaaa Wiarygodne informacje będą w 2023 roku, wtedy zakończone zostaną badania nad szczepionką. Póki co eksperyment medyczny trwa w najlepsze..."
11,"""@GBigielmajer @PioSzlachtowicz Szczepionka wywołuje guza mózgu.
Rozumiem."""
11,"@tmsz_nwk Szczepienia  w  ramach Narodowego Programu Szczepień są kwalifikowane jako eksperyment medyczny. To z kolei oznacza, iż nie ma możliwości aby nawet w drodze ustawy zmusić kogokolwiek do szczepienia przeciw  COVID-19. Nie pozwala na to art. 39 Konstytucji RP!!"
3,"@Ignacy_Marek @KptMarek Szczepionka nie zabezpiecza przed chorobą, tylko jej przebiegiem. Wierzę, że się nie zaraziła, ale to niczego nie przesądza. Ta zaraza jest nieprzewidywalna. To, że w Izraelu nie ma objawowych zachorowań, nie oznacza, że nie ma zakażeń."
11,"Przypadek. Prezes Pfizer tez miał wcześniej zaplanowany plan sprzedaży akcji, akurat na czas ogłaszania wyników pracy nad szczepionka. Fajny ten biotech 😀 Przypomina mi się dowcip: 'Stówa się znalazła,  niesmak pozostał.'"" https://t.co/LTsVPVAwBT"""
11,"@tvp_info Jakby nasz zjebany Polski rząd miał plan i pomysł na radzenie sobie z epidemią, której rząd nie ma pod kontrolą, bo są idiotami, którzy sądzą że sama szczepionka pomoże, otóż nie bo niebawem rząd sprowadzi nam kolejną mutację CoVid19, jak to jest z Angielską Mutacją"
3,"""@EFedorowicz Zaszczypieni chorują, trafiają do szpitala i powodują pandemie. Do tego zdrowi ludzie, bez objawów choroby się testują. 
Prawdziwa pandemia wybuchnie, jak od 13 kwietnia zaczną się szczepić wszyscy.
 
ODRZUĆCIE szczepionki i testy, a pandemia znikn"""
11,"@K_Stanowski Fajnie tylko że dawki szczepionek powinny być podawane w odstępie góra 4tyg a Pan tu ma nast za 2,5mies także szczepionka w żaden sposób nie zadziała"
11,"Człowiek jak idzie do weterynarza z psem na szczepienie, to ten sprawdza dziąsła,uszy,temperaturę a nawet wagę. Jak słyszę,że przed magiczną szczepionką na #zajob-a wywiad polega na wypełnieniu karteczki szczepionkowej to nie mam więcej pytań..."
11,#Minela8 śmieciu z poko zaszczepcie się szczepionką z obozów koncentracyjnych lub pawulonem
11,"""Niesłychana ta afera z rosyjską szczepionką Sputnik V.
Tamtejszy Instytut Leków podaje, że nie ma ona nic wspólnego ze szepionką opisaną w '""Lancet'"". 
Sputnik V ma być stosowany w 40 krajach. Wg słowackich naukowców łączy je tylko nazwa.  https://t.co/GAYnpvUhNv"""
11,"""@hakados1 Ktora szczepionka?
Powinien dostac heparyne albo samemu aspiryne chociaz ta niezalecana bo przeciwzapalna i ew. mniej przeciwcial. Ale w malej dawce glownie zmniejsza krzepliwosc."""
11,"""@kosik_md Żadna szczepionka nie ma skończonyc badań, to jest eksperyment medyczny i złodziejstwo na kosmiczną skalę.
Covid trzeba leczyć, jest czym.

https://t.co/28bfirz9nd"""
8,"""Szczepienia Johnson&amp;Johnson w Rzeszowie? Niedzielski: Będzie kontrola NFZ 

https://t.co/kilDC3WdwN"""
11,"""Ziomale, czy macie świadomość, że te „szczepionki” są produktami eksperymentalnymi i nie zakończyły jeszcze swoich badań klinicznych! 
Spójrz tutaj:

 Pfizer:
https://t.co/g30pzHKIP4
 AZ:
https://t.co/lyjGhET0hA
 Moderna:
https://t.co/K2xlyPgIux"""
11,"""Lista punktów masowych szczepień w regionie coraz dłuższa #zachodniopomorskie #koronawirus #szczepionka #szczepienia 

https://t.co/OTLvPQI6f4"""
11,"""Obecna wiedza dotycząca szczepionek przeciw COVID-19 pozwala na wysnucie 2 wniosków:

1. Każdy, kto nie ma przeciwwskazań, powinien zaszczepić się NAJSZYBCIEJ jak może, DOSTĘPNA dla niego szczepionką (wybór ma tutaj drugorzędne znaczenie).

2/3"""
11,"""@Devilnin2 Chłopie. XD
Amantadyna już była stosowana i była stosowana na różne rodzaje gryp, a szczepionka diabelnie szybko się pojawiła co jest podejrzane... Bo normalnie trwa to średnio ok.10 lat.

A teraz bada się amantadyne pod to  czy można wykorzystać też przeciw covid więc. xD"""
3,@Lawenda999 @a_niedzielski Szczepionka nie gwarantuje że się nie zachoruje. Szczepionka ma za zadanie zmniejszyć objawy choroby
11,@Wiolett14666565 Nie wiem czy to można nazwać szczepionką.Normalnie szczepionki testuje się 4-7 lat a nie 6 m-cy.Po drugie -firmy wymigały się od odpowiedzialności za szkodliwe skutki działania tych preparatów.Po trzecie Astra Z zaczyna słabnąć po 12 tygodniach.
11,Każda szczepionka dopuszczona przez Europejską Agencję Leków jest szczepionką bezpieczną - @WaldekKraska do @jacekleski #AstraZeneca
2,"""@michaldworczyk Ekspert EMA: Związek między zakrzepami krwi a szczepionką

https://t.co/nbFmmVioFH

Wysłane przez @updayPL"""
2,"""Ekspert EMA: Związek między zakrzepami krwi a szczepionką

To oczywiste że związek jest nazywa się on '""AstraZeneca jest dużo tańsza od pozostałych'"" 
#AZ   #szczepionka #AstraZeneca

https://t.co/fuoyeNswhO"""
2,"#UPDATE European Medicines Agency (#EMA) head of vaccines Marco Cavaleri said in an interview published on Tuesday that there is a link between the #AstraZeneca coronavirus vaccine and blood clots, but the cause of 'this reaction'"" is still not clear https://t.co/elafTtQKbR https://t.co/VvulBoLSS8"""
2,"Urzędnik EMA w wywiadzie dla włoskiego dziennika Il Messaggero, opublikowanym we wtorek, potwierdza istnienie „związku” między szczepionką #AstraZeneca a przypadkami zakrzepicy obserwowanymi po jej podaniu. https://t.co/TE9nPHcJHt"
11,@Jarek_Lesiecki @mgm27_2005 Mój wuj 84 lata po 2 szczepionkach obsługiwał żonę która zmarła na covida. On nawet kataru nie dostał. Szczepionka działa że skutecznością 90 % więc zgony też będą.
13,"Marnotrawo nie polega tylko na utylizacji. Polega na wydłużaniu czasu w jakim szczepionka leży i czeka na chętnego, aż w końcu znajdzie się we właściwej grupie. Wszystkie niewykorzystane dawki mógłby służyć tego samego wieczoru czy następnego dnia na zasadzie kto pierwszy ten ma."
11,@Asuhanoro zaszczepić trzeba
11,"""Węgrzy planują do końca maja zaszczepić wszystkich 😤
https://t.co/uGdmVr8kuk"""
11,"""@modliszka30 @dw @BIPolska Po co badania kliniczne nad amantadyna?
Zeby wykluczyc lub podwazyc jej skutecznosc... Toc tylko szczepionka jest jedynym rozwiazaniem.
Badania kliniczne prowadzone nad amantadyna to potwierdza."""
3,"""@Krzychu74706173 Zaszczypieni chorują, trafiają do szpitala i powodują pandemie. Do tego zdrowi ludzie, bez objawów choroby się testują. 
Prawdziwa pandemia wybuchnie, jak od 13 kwietnia zaczną się szczepić wszyscy.
 
ODRZUĆCIE szczepionki i testy, a pandemia zniknie!
https://t.co/8PaClZy6DG"""
13,@lis_tomasz Winnymi skandalicznej organizacji szczepień  są w 100% rządzący. Wszyscy natomiast powinni zaszczepić się w najbliższym wyznaczonym im terminie i to jest jedyne odpowiedzialne działanie jakie mogą podjąć w tych okolicznościach.
11,@bywalipnie @katarynaaa Szczepionka na odrę nie jest eksperymentem medycznym.
13,"@BiuroPrasoweKce @KrupaMarcinpl Dzień dobry, dziś jest 8 kwietnia i brak dalszych informacji dotyczących masowych punktów szczepień. Kiedy ruszą i kto tam będzie mógł się zaszczepić? Każdy z ulicy czy w/G harmonogramu?"
5,"@MarekTatala @AndrzejDuda Po prostu szczepionka (każda) chroni zaszczepionego i społeczeństwo jednocześnie. Np moją kuzynkę, która nie może się szczepić na nic, bo ma problemy neurologiczne. Szczepcie się, bo może moja kuzynka się nie zarazi, a szczepić się nie może!"
11,@FremdenlegionPL szczepionka zabija
11,"@ScarfaceWLT @DominikKucinsk Szczepionka Astry chroni tylko przez 12 tygodni , proponuje dalej szczepic wszystkich jak leci , a potem co trzy miesiace aktualizacje jak aplikacje na telefonie ."
11,"""W kwietniu zostanie dostarczona szczepionka Johnson&amp;Johnson. Dokładnie 16 kwietnia - 117 tys. i 26.04 - 204 tys. Dziś zapytaliśmy z @MichalSzczerba w ministerstwie zdrowia i Agencji Rezerw Strategicznych o plan podziału na punkty szczepień. 
Usłyszeliśmy, że jeszcze nie ma."""
3,"""@Taplarski_Dziad @HisTourKrk Żadna szczepionka, nawet na grypę nie zabija wirusa. Powoduje jedynie, że lepiej się przed nim bronisz.
Więc możesz zarażać.
Czy zgadzam się ze wszystkimi obostrzeniami? Nie, ale to temat na dłuższą dyskusję."""
13,"Polski Fundusz Gwarancyjny przekaże 40 mln zł firmie Mabion, która buduje w tej chwili linię produkcyjną do produkcji szczepionki Novavax. Szczepionka nie jest jeszcze zatwierdzona. A co, jeśli szczepionka nie zostanie zarejestrowana? Kasa przepadnie, jak sasinowe 70 mln? https://t.co/SCFyMBitIE"
11,"@pablo_pablopavo Nie wytłumaczysz. Wirusa nie ma, w szpitalach statyści, a szczepionka to element zniewolenia."
11,"""@angeliquedeberg @wPolityce_pl @r_czarnecki @Tygodnik_Sieci że narazie Słowacja dostała 200 tyś dawek i nawet tym nie szczepi bo dane się różnią od tego co Rosjanie podają.
PS.: Nie twierdzę, że to będzie zła szczepionka, baa oparta na dwóch różnych typach może się okazać mega skuteczna, ale niech EMA to najpierw zatwierdzi. RUS nie ufam."""
8,"""@hytrekprosiecka Tłumaczenie dobre dla pisowskiego wyborcy. 
Nawet jeśli 10 tys. seniorów nie chciało się zaszczepić, to setki tysięcy czeka na swoją kolejkę. 
Szczepionka jako ,, kiełbasa wyborcza'"" to niespotykane sqrwysyństwo. 
I niestety pan prezes brał w tym udział."""
2,"""Przedstawiciel EMA potwierdza zwiazek miedzy '""szczepionka'"" AstraZeneca a przypadkami zakrzepicy.
https://t.co/kEoVrs8OCt"""
11,"""Preparat firmy Johnson&amp;Johnson to czwarta szczepionka, która została zatwierdzona w UE, po preparatach firm: Pfizer/BioNTech, Moderna i AstraZeneca. Szczepionka jest już podawana w Stanach Zjednoczonych i RPA, ale została zatwierdzona również w Kanadzie.

https://t.co/SuqTSvpbsp"""
11,"@MonikaMonigro @szlachciura2 Bzdury wyssane z brudnego palucha. W 1918 nie było szczepionki na grypę, ba! żadnej szczepionki, bo nie wiedziano nic o wirusach. Pierwsza szczepionka na grypę powstała w l. 30tych."
11,@OsieckaNguyet @jmonikowski Delikatnie zawsze sprawdzam jak kłuję Frau No- spą. Wydaje mi się że skoro lek czy szczepionka ma być podana w  mięsień to w mięsień a nie w centrum krwiaka
3,"@PopieramyPMM 1.noscie szaliki, przylbice. 2.sorry, maski medyczne, 3.testy, testy, maski ffp2, 4.wytrzymajmy 2 tygodnie, 5.szczepmy sie, 6.mimo szczepień pozytywny nigdzie nie poleci, 7.testujmy dzieci, 8.szczepmy dzieci, 9.szczepionka nie pomaga na mutacje mutacji, 10.rząd o nas dba 😂"
11,"""💉 Minister @michaldworczyk poinformował, że pierwszą partię szczepionek przeciwko #COVID19 firmy Johnson&amp;Johnson Polska otrzyma wcześniej niż zapowiadano - w połowie przyszłego tygodnia. #SzczepimySię #szczepionka 
https://t.co/GVr6QqRlDg"""
9,"""Rzeszów. Jednorazowych strzykawek użyto kilkukrotnie? Szef '""Medyka'"" potwierdził, że wydał takie polecenie, ale zastrzegł, iż '""szybko je odwołał'"".
https://t.co/5V5Ar6sID2"""
11,"@PR24_pl Czyli narażamy całą populację aplikując jej eksperymentalną terapię genową, dla niepoznaki nazwanej szczepionką, aby uzyskać odporność krótszą niż cykl 'szczepień'""?"""
1,"@PR24_pl Ale to nic dziwnego przecież to wirus. Grypa też mutuje i szczepienia są co roku. Jeżeli ktoś myśli,że to jedna szczepionka na zawsze to jest naiwny."
1,"""#koronawiruspolska #koronawiruswpolsce #covid19 
PIS:
'""#Koronawirus mutuje, trudno też powiedzieć, jak długo utrzymuje się ochrona po #szczepionka. Dlatego być może trzeba będzie znowu szczepić'""
😏
Po pół roku to odkryli?
Szczepionka chroni tylko 2tyg a #szczepienia będą co roku."""
11,Litwa dopiero zaczyna szczepić funkcjonariuszy policji https://t.co/HUFp6n3FG4
11,@MiAdamczyk szczepienia wszystkich to błąd i tyle https://t.co/hTH4u9GRz8
11,@PremierRP Dlaczego nie podają Państwo pełnych informacji o szczepieniach? Tego np. że badania kliniczne nad szczepionką nie zostały jeszcze zakończone i jest to eksperyment medyczny? Dlaczego nie monitorują Państwo NOPów?
11,"""LoL 😂🤣
Rosyjska szczepionka różni się składem😂🤣
A Niemcy zastanawiają się nad wykorzystaniem tej szczepionki jednocześnie banując AstraZeneca 😂🤣 https://t.co/7YScL5MkZe"""
9,"@varshavskyseb Generalnie to szczepionka domięśniowa ale uważa się, że do zakażenia np. HiV może wystarczyć taka ilość krwi, jaka pozostaje w końcówce strzykawki i w świetle igły... Co z HCV? W życiu nie zgodziłabym się na wymianę tylko igły."
11,Gdybyśmy mieli szczepionki to byśmy robili szczepienia ale nie mamy strzykawek. Jak z tą blachą i konserwą.....
1,@PremierRP @MorawieckiM Mamy nowe koronawirusy i szczepionka może nie działać na nowe mutacje. Układ odpornościowy może nie rozpoznawać nowych wariantów. Temat omawia mój 104 list do Prezydenta - Sprawiedliwie ukarać szczepionkowych foliarzy. Listów szukaj tu: https://t.co/XXPhDemAGf https://t.co/zp2KKosDyj
9,"""Szczepienia w Rzeszowie. Jednorazowe strzykawki wykorzystano wielokrotnie? PRZERAŻAJĄCE i wydawałoby się, że w Europie XXI wieku niemożliwe...
https://t.co/7IvK5VNE8g"""
11,@StrzelczykEla Szczepionka Pfizera moze spowodowac ciezka reakcje alergiczna u alergikow.W USA wyliczono 11 przypadkow na mln szczepien. Zgony 33 seniorow w DPS-ach w Norwegii nie maja  zwiazku ze szczepieniem. Osoby po jakichkolwiek reakcjach anafilaktycznych sa wykluczone ze szczepien mRNA
11,Prezydent #Serbia Aleksandar Vucic  długo trzymał w niepewności jaka (z czterech dostępnych) szczepionka się zaszczepi  (rząd szczepiono zgodnie z polityką balansowania między Zachodem a Rosją i Chinami). Ostatecznie stanęło na Sinofarmie.
10,"Ministerstwo Zdrowia Hiszpanii doprecyzowało, że szczepionka firmy AstraZeneca będzie stosowana u osób w wieku od 60 do 69 lat."
3,@MichalWawer Szczepienia nie powinny obecnie być przeprowadzane gdyż szczepionka testowana była ledwie kilka msc.
3,"@Anno_Mi @okonkevin247 @kris_mag Nie masz racji, że ta szczepionka zastosowana teraz da takie cudowne efekty. Może być wręcz przeciwnie. Wklejałem już tego linka ale nie wiem czy czytałaś https://t.co/v3Jb46iU0E"
1,@bartasek_mma @K_Stanowski wszyscy się śmiejecie ale@sie już kurwa nawet nie obudzicie jak za kilka lat będzie was wykręcać na prawo i lewo a wy dalej będziecie w 11 fazie szczepienia po 36 mutacji 🤣🤣 ale lockdown jeszcze 2 tyg. jak wszystkich wyszczepimy 🤣🤣🤣
11,"""Ukraiński minister ostrzega przed szczepionką Sputnik V!
A już myślałem, że zaczną polecać!

https://t.co/PoKE5zFzaS"""
