,title,verdict,short_justification
89,Czy śmiertelność wśród nastoletnich chłopców w Wielkiej Brytanii rośnie z powodu szczepień na Covid-19?,Fake News,"W tekście zgłoszonym do weryfikacji pochodzącym z portalu theexpose.uk pojawia się twierdzenie, że odkąd w Anglii i Walii rozpoczęto szczepienia nastolatków przeciwko Covid-19, wśród chłopców w wieku ..."
90,"Czy Watykan nie wypłaci pensji pracownikom, którzy nie dostarczą certyfikatu szczepienia lub negatywnego wyniku testu, traktując ich nieobecność jako nieusprawiedliwioną?",Prawda,"Z tekstu zgłoszonego do weryfikacji wynika, że od 1 października br. pracownicy watykańscy, którzy nie przedstawią certyfikatu szczepień przeciwko Covid-19 albo negatywnego wyniku testu, nie otrzymają..."
91,"Czy zarówno przechorowanie Covid-19, jak i przyjęcie szczepionki, przyśpiesza starzenie się komórek?",Fake News,"To Fake news. Badania wskazują, że szczepienie preparatem mRNA nie zaburza procesów komórkowych, które stoją na straży naszego materiału genetycznego i regulują procesy starzenia się. Choć - jak zwrac..."
92,Czy noszenie komórki w kieszeni jest niebezpieczne dla narządów wewnętrznych z powodu promieniowania elektromagnetycznego?,Fake News,"Nieprawdą jest, że noszenie telefonu komórkowego w kieszeni stanowi zagrożenie dla narządów wewnętrznych z powodu promieniowania elektromagnetycznego. Autor wpisu na Facebooku w języku angielskim p..."
93,"Czy w Kanadzie bezpodstawnie aresztowano na oczach dzieci ich matkę, bo poszła z nimi na lodowisko bez certyfikatu szczepienia?",Fake News,"Z tytułu zgłoszonego do weryfikacji tekstu opublikowanego na portalu rebelnews.com wynika, że aresztowano kobietę za to, że próbowała wejść do centrum sportowego nie mając świadectwa szczepienia przec..."
94,"Czy Hèctor Carvallo udowodnił, że iwermektyna jest skuteczna w profilaktyce i wczesnym leczeniu Covid-19?",Fake News,"Hèctor Carvallo z Uniwersytetu w Buenos Aires opublikował w listopadzie 2020 roku wyniki badania. Mają one dowodzić, że iwermektyna zapobiegła zarażeniu się COVID-19 przez pracowników służby zdrowia. ..."
95,"Czy pracownicy linii United Airlines muszą się zaszczepić do 25 października, albo zostaną zwolnieni?",Prawda,"To prawda. Linie lotnicze United Airlines zapowiedziały, że zwolnią około 600 pracowników, jeśli ci nie przedstawią dowodu szczepienia w ciągu pięciu tygodni od pełnego zatwierdzenia szczepionki przez..."
96,"Czy film pokazuje protest w Bukareszcie, który skłonił rumuński rząd do zamknięcia wszystkich punktów szczepień?",Fake News,"Film to nagranie sprzed kilku lat, z protestu niemającego związku ze szczepieniami przeciw Covid-19. Nieprawdą jest też, że wszystkie punkty szczepień zostały w Rumunii zamknięte. „To jest absolutnie..."
97,Czy 27 września kierowcy ciężarówek we Włoszech zablokowali autostrady w proteście przeciw przymusowi szczepień?,Fake News,We Włoszech nie doszło do blokady autostrad. Zapowiadany przez przeciwników paszportów covidowych protest kierowców ciężarówek okazał się fiaskiem. „Włoscy kierowcy ciężarówek blokują autostrady w pr...
98,Czy z samolotów jest rozpylany tlenek grafenu?,Fake News,"Teoria spiskowa o rozpylaniu z samolotów szkodliwych substancji (w tym wypadku tlenku grafenu) pod postacią smug chemicznych (ang. chemtrails), nie znajduje żadnego potwierdzenia w faktach. Ich istnie..."
99,Czy budowa minireaktorów dla KGHM uczyni z Polski potęgę atomową?,Fake News,Budowa minireaktorów dla KGHM nie uczyni z Polski potęgi atomowej. Wspólny projekt KGHM i NuScale Power zakłada budowę czterech małych reaktorów modułowych SMR (Small Modular Reactor) z opcjonalnym ro...
100,Czy w Austrii odmawia się wypłaty zasiłków niezaszczepionym bezrobotnym?,Fake News,"W Austrii nie odmawia się wypłaty zasiłków niezaszczepionym bezrobotnym. Takie rozwiązanie w określonych warunkach zaproponował tamtejszy minister pracy, ale jego korespondencja z Urzędem Pośrednictwa..."
101,Czy włoski rząd wydał dekret nakazujący firmom niewypłacanie pensji niezaszczepionym pracownikom?,Prawda,Włoski rząd faktycznie wydał dekret nakazujący firmom sektora publicznego i prywatnego wstrzymanie wypłacania pensji niezaszczepionym pracownikom. Ma on wejść w życie 15 października br. Zgłoszony do...
102,Czy wzrost zakażeń w Portugalii w 2021 nastąpił pomimo szczepień?,Fake News,"Autor zgłoszonego do weryfikacji wpisu na Twitterze twierdzi, że przykład Portugalii dowodzi nieskuteczności szczepień, ponieważ w porównaniu z 2020 rokiem wzrosła tam liczba zakażeń SARS-CoV-2. To ni..."
103,Czy w Baszkirii miejscowa ludność zburzyła maszt 5G?,Fake News,"Miejscowa ludność w Baszkirii nie zburzyła masztu 5G, ponieważ na terenie Federacji Rosyjskiej usługi komunikacyjne 5G nie są jeszcze komercyjnie dostępne. Zniszczeniu uległ za to nowy maszt telekomun..."
104,"Czy rządy państw Skandynawii ogłosiły, że ""Covid się skończył""?",Fake News,"To nieprawda. Rządy państw skandynawskich nie ogłosiły, że Covid-19 „się skończył”, lecz podjęły decyzje o zniesieniu restrykcji, związanych z pandemią oceniając, iż znajduje się ona pod kontrolą. W S..."
105,"Czy chłopczyk, o którym jest ten film, został sparaliżowany po szczepieniu na Covid-19?",Fake News,"To nieprawda, że przedstawione na filmie dziecko zostało sparaliżowane w wyniku udziału w badaniach klinicznych szczepionki przeciwko COVID-19. Takie twierdzenie pojawia się w materiale wideo, który..."
106,"Czy przeprowadzone w Niemczech sekcje zwłok potwierdzają, że szczepionka przeciwko Covid-19 jest przyczyną wielu zgonów?",Fake News,"Twierdzenie to nie może być uznane za wiarygodne. Na konferencji prasowej, której nagranie jest rozpowszechniane w sieci, dwóch emerytowanych niemieckich patologów, Arne Burkhardt i Walter Lang, stwie..."
107,"Czy w szpitalu w Sanoku zamknięto oddział kardiologiczny, żeby stworzyć więcej miejsc dla chorych na Covid-19?",Prawda,To prawda. Od wczoraj w Samodzielnym Publicznym Zespole Opieki Zdrowotnej w Sanoku „jest dodatkowych 15 miejsc dla pacjentów z Covid-19”. Poinformował o tym wczoraj serwis fakehunter.pap.pl dyrektor p...
108,Czy w USA wariant Delta dotyka głównie zaszczepionych?,Fake News,"To nieprawda, że w USA, w wyniku zakażeniem wariantem Delta, chorują głównie osoby zaszczepione. Nie ma żadnych danych potwierdzających tę teorię. Istnieją natomiast takie, które jej przeczą i wskazuj..."
109,Czy rząd zamierza wprowadzić obowiązek noszenia maseczek przez niezaszczepionych na otwartych przestrzeniach?,Fake News,"To nieprawda. Z żadnych doniesień ze strony rządowej bądź gron doradzających rządowi nie płyną sygnały, które potwierdzają zawarte w zgłoszeniu przypuszczenie, że rząd chce nakazać noszenie masek na z..."
110,Czy elektrosmog istnieje?,Fake News,"W zgłoszonym do weryfikacji tekście z portalu swiadomy.com pojawia się określenie „elektrosmog”. Ma on powstawać np. tam, gdzie zostaną rozlokowane gęsto ustawione stacje nadawcze telefonii komórkowej..."
111,Czy szczepionkę można usunąć poprzez jej wyssanie w ciągu pół godziny po jej przyjęciu?,Fake News,Film wideo krążący po internecie ma rzekomo pokazywać metodę usunięcia szczepionki COVID-19 po jej wstrzyknięciu. To nieprawda. Na filmie widać ramię niezidentyfikowanej osoby z czerwonym okręgiem po...
112,Czy niezaszczepieni Niemcy mają płacić za test na Covid-19 z własnej kieszeni?,Prawda,"Ze zgłoszonego do weryfikacji tekstu z portalu ocenzurowane.pl wynika, że już wkrótce, Niemcy, którzy nie są zaszczepieni będą musieli płacić za testy w kierunku Covid-19. To prawda. Jak 22 września ..."
113,Czy dzieci poczęte przez zaszczepionych na Covid-19 rodziców przychodzą na świat dziwne i z obniżonym IQ?,Fake News,"To fake news. Zdaniem specjalistów szczepienia są nie tylko skuteczne, ale też bezpieczne - zarówno dla ciężarnej, jak też dla płodu i noworodka. „Szczepienia nie powodują, że dzieci rodzą się dziwne..."
114,Czy prof. Karen Croake Heisler zabiła trzecia dawka szczepionki na COVID-19?,Fake News,"Prof. Karen Croake Heisler nie zabiła trzecia dawka szczepionki na COVID-19. Amerykańska ekspertka w dziedzinie filmu, telewizji i teatru oraz emerytowana wykładowczyni Uniwersytetu Notre Dame zmarła ..."
115,Czy w Niemczech 3. dawka szczepionki przeciwko Covid-19 jest dostępna od dawna?,Fake News,"To nieprawda, że w Niemczech i we Francji już od dawna dostępna jest dla wszystkich przypominająca dawka szczepionki przeciwko Covid-19. A tak twierdzi Krystyna Janda występująca w zgłoszonym do weryf..."
116,Czy na imprezy odbywające się na Tauron Arena Kraków może wejść 250 niezaszczepionych osób?,Fake News,"Nieprawdą jest, że na Tauron Arena Kraków może obecnie wejść tylko 250 niezaszczepionych osób. Limit ten dotyczy jedynie imprez plenerowych, organizowanych na zewnątrz hali głównej. Limit TAURON Areny..."
117,Czy szczepienie na COVID-19 w Australii jest przymusowe?,Fake News,"Autor zgłoszenia dopuszcza się manipulacji, zestawiając ze sobą zdjęcie wozu opancerzonego policyjnej jednostki antyterrorystycznej SOG (Special Operations Group) działającej na terenie stanu Wiktoria..."
118,"Czy uczestnik maratonu w Wiedniu umarł na trasie, bo zaszczepił się na Covid-19?",Fake News,Maratony i półmaratony wiążą się z niskim ogólnym ryzykiem zatrzymania krążenia i nagłej śmierci. Niestety tego typu tragedie zdarzają się i zdarzały także przed pandemią. Dlatego sugestie antyszczepi...
119,"Czy Szpital Specjalistyczny nr 4 w Bytomiu zawiesił planowane zabiegi i przeszedł na teleporady, nie czekając na zarządzenie NFZ?",Fake News,Szpital w Bytomiu nie wstrzymał zabiegów planowych. Od maja 2021 r. przyjęcia do placówki odbywają się w trybie planowym. Sfotografowana przez użytkownika Twittera kartka z informacją o przejściu szpi...
120,Czy białko kolca wirusa to grafen?,Fake News,"W zgłoszonym video osoba przedstawiająca się jako dr. Luis Marcelo Martínez twierdzi, że białko kolca syntetyzowane w ludzkich komórkach na podstawie fragmentu mRNA zawartego w szczepionkach to nic in..."
121,Czy FDA odrzuciła pomysł podawania dawki przypominającej?,Fake News,"Nie jest prawdą, że amerykańska agencja ds. żywności i leków, Food and Drug Administration (w skrócie FDA) odrzuciła w całości pomysł podawania trzeciej dawki szczepionki przeciwko Covid-19, a tak sug..."
122,Czy z 5G będziemy żyli jak w rozgrzanej kuchence mikrofalowej?,Fake News,"Nieprawdą jest, że ze względu na specyfikę sieci 5G, która będzie miała bardzo gęstą sieć stacji bazowych, będziemy żyli tak, jakbyśmy zostali umieszczeni w dużej kuchence mikrofalowej. Na stronie in..."
123,"Czy to wideo pokazuje australijskie dzieci z pozytywnym wynikiem testu na COVID-19, które rozdziela się siłą z rodzicami?",Fake News,"Wideo ze zgłoszenia nie ma związku z tematem koronawirusa, a w Australii nie rozdziela się siłą dzieci z pozytywnym wynikiem testu na COVID-19 z rodzicami. Do tego, co dzieje się na filmie na oficjaln..."
124,"Czy ze słów byłego komisarza FDA wynika, że dystans społeczny nie przyczynił się do ograniczenia rozprzestrzeniania koronawirusa?",Fake News,"Stwierdzenie, że dystans społeczny nie przyczynił się do ograniczenia rozprzestrzeniania koronawirusa to zbyt daleko idący wniosek wyciągnięty z wypowiedzi dr Scotta Gottlieba, byłego komisarz FDA (am..."
125,Czy trzecia dawka szczepionki przeciwko Covid-19 będzie obowiązkowa?,Fake News,"To nieprawda. W Polsce, co prawda, trwa dyskusja na temat wprowadzenia obowiązkowych szczepień przeciw Covid-19 w wybranych grupach zawodowych, jednak żadne decyzje w tej sprawie dotąd nie zapadły. We..."
126,"Czy skutkiem przyjęcia szczepionki mRNA może być nadciśnienie płucne, na które umiera się w ciągu trzech lat?",Fake News,"W artykule, na który powołuje się autor zgłoszenia znajdziemy wypowiedź dr Sucharita Bhakdi, emerytowanego profesora, specjalisty chorób zakaźnych i immunologii, który wraz z kilkoma innymi lekarzami ..."
127,Czy wzrost cen gazu w Europie jest spowodowany stabilnym popytem przy niskim wykorzystaniu magazynów?,Fake News,"Ze zgłoszonego do weryfikacji tekstu pochodzącego z rosyjskiego portalu pl.sputniknews.com wynika, że drastyczny wzrost cen gazu na europejskim rynku jest spowodowany jedynie zwykłymi zjawiskami ekono..."
128,Czy zawodnicy NBA są uprzywilejowani i nie muszą się szczepić przeciwko covid?,Fake News,"Ze zgłoszonego do weryfikacji tekstu z portalu humansarefree.com wynika, że amerykańscy koszykarze NBA są w szczególny sposób traktowani i dlatego zostaną zwolnieni z obowiązku szczepień. To nieprawda..."
129,Czy to tlenek grafenu – a nie koronawirus – tak naprawdę wywołuje COVID-19?,Fake News,"Zgłoszony do weryfikacji materiał sugeruje, że to nie koronawirus SARS-CoV-2 powoduje objawy chorobowe COVID-19, lecz tlenek grafenu, który jest rzekomo obecny w wielu powszechnie stosowanych wyrobach..."
130,Czy na posłach Parlamentu Europejskiego spoczywa osobista odpowiedzialność prawna za NOP-y po szczepieniu na Covid-19?,Fake News,"Nieprawdą jest, że na europosłach spoczywa osobista odpowiedzialność prawna za NOP-y po szczepieniu przeciwko Covid-19. Nie ma żadnych podstaw do takiego stwierdzenia. Na stronie internetowej klubin..."
131,Czy lampa z soli himalajskiej neutralizuje promieniowanie elektromagnetyczne?,Fake News,"Twierdzenie, że lampa z soli himalajskiej neutralizuje promieniowanie elektromagnetyczne nie ma potwierdzenia w wiedzy naukowej. Zgłoszona do weryfikacji publikacja pochodzi ze strony akademiaducha.p..."
132,Czy połowa umierających na Covid-19 to zaszczepieni?,Fake News,"To nieprawda, że połowa umierających na Covid-19 to osoby zaszczepione. Wszelkie oficjalne dane pokazują, że jest odwrotnie – na Covid-19 umierają głównie osoby niezaszczepione. Sugestia zawarta w t..."
133,"Czy nie istnieją zdjęcia koronawirusa z mikroskopu elektronowego, a jedynie jego wizualizacje wykonane przez grafików?",Fake News,"To nieprawda, że nie istnieją żadne mikroskopowe zdjęcia koronawirusa SARS-CoV-2. Pierwsze takie fotografie zostały upublicznione już w pierwszej połowie 2020 roku. Zgłoszony do weryfikacji tekst pod..."
134,Czy policja w Odessie złożyła tarcze w geście protestu przeciwko „segregacji szczepionkowej”?,Fake News,Sytuacja przedstawiona na filmie załączonym do zgłoszonego do weryfikacji tweeta miała miejsce siedem lat temu – w maju 2014 roku. Tym samym nie mogła w żaden sposób odnosić się do kwestii szczepień r...
135,Czy wstrzyknięte w szczepionce mRNA białko kolca wywołuje choroby psychiczne?,Fake News,"To fake news. Nie ma dowodów sugerujących, by szczepionki mRNA przeciwko COVID-19 powodowały problemy psychiczne z innego powodu niż choroba psychiczna. Jak podkreśla psychiatra prof. Piotr Gałecki ..."
136,"Czy ciężarne Chinki, jeśli chcą wyjść na ulicę, muszą zakładać osłonę chroniącą dziecko przed promieniowaniem?",Fake News,"Jakkolwiek w Chinach rzeczywiście rozwinęła się cała branża tzw. odzieży anty-EMF, stosowanie tej ostatniej nie jest uregulowane prawnie. Podawana w zgłoszeniu – bez źródeł – informacja o rzekomych gr..."
137,Czy wśród zaszczepionych na Covid-19 odnotowuje się 20-krotny wzrost liczby zachorowań na nowotwory?,Fake News,"Przytoczone w zgłoszonym tekście dane są nieprawdziwe. Żadne oficjalne źródła nie potwierdzają 20-krotnego wzrostu liczby zdiagnozowanych przypadków raka, a tym bardziej związku zachorowań na tę choro..."
138,"Czy Julie Ponesse z Huron University College została zwolniona, bo nie chciała się zaszczepić?",Fake News,"To nieprawda. Julia Ponesse, profesor na wydziale filozofii w kanadyjskim Huron University College, która sprzeciwiła się obowiązkowi szczepienia przeciw Covid-19, nie została zwolniona z pracy, lecz ..."
